15:43:36.631251 IP6 fe80::dd2b:da38:44c8:1eab.dhcpv6-client > ff02::1:2.dhcpv6-server: dhcp6 solicit
15:43:36.633302 IP6 fe80::b809:b0c9:f756:f328.dhcpv6-client > ff02::1:2.dhcpv6-server: dhcp6 solicit
15:43:40.366492 ARP, Request who-has 192.168.48.128 (Broadcast) tell 192.168.48.131, length 46
15:43:40.367173 ARP, Reply 192.168.48.128 is-at 00:0c:29:cb:2e:54 (oui Unknown), length 46
15:43:40.567856 IP 192.168.48.131.47565 > 192.168.48.2.domain: 55483+ PTR? 128.48.168.192.in-addr.arpa. (45)
15:43:40.581379 IP 192.168.48.2.domain > 192.168.48.131.47565: 55483 NXDomain 0/1/0 (113)
15:43:40.605195 IP 192.168.48.131.58400 > 192.168.48.128.telnet: Flags [S], seq 3926955328, win 1024, options [mss 1460], length 0
15:43:50.568949 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 111222, win 39420, length 0
15:43:50.569034 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 114142, win 36500, length 0
15:43:50.569584 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 115602, win 38800, length 0
15:43:50.571747 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [P.], seq 115602:133122, ack 2358, win 64240, length 17520
15:43:50.571909 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [P.], seq 133122:137502, ack 2358, win 64240, length 4380
15:43:50.571991 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [P.], seq 137502:141882, ack 2358, win 64240, length 4380
15:43:50.572078 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 115602, win 64240, length 0
15:43:50.572142 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 118522, win 64240, length 0
15:43:50.572435 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 121442, win 64240, length 0
15:43:50.572578 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 124362, win 64240, length 0
15:43:50.572736 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 127282, win 61320, length 0
15:43:50.572994 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 130202, win 58400, length 0
15:43:50.573140 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 133122, win 55480, length 0
15:43:50.573264 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 136042, win 52560, length 0
15:43:50.574095 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 138962, win 49640, length 0
15:43:50.574261 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [.], seq 141882:146262, ack 2358, win 64240, length 4380
15:43:50.574774 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [P.], seq 146262:159402, ack 2358, win 64240, length 13140
15:43:50.576304 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [P.], seq 159402:166702, ack 2358, win 64240, length 7300
15:43:50.577284 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 141882, win 46720, length 0
15:43:50.577479 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 144802, win 43800, length 0
15:43:50.577848 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 147722, win 40880, length 0
15:43:50.578271 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 150642, win 37960, length 0
15:43:50.578440 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 153562, win 35040, length 0
15:43:50.578498 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 156482, win 32120, length 0
15:43:50.578798 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 159402, win 29200, length 0
15:43:50.578862 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 162322, win 26280, length 0
15:43:50.579034 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 165242, win 23360, length 0
15:43:50.579469 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 166702, win 64240, length 0
15:43:50.595352 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [P.], seq 166702:174002, ack 2358, win 64240, length 7300
15:43:50.595933 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 169622, win 64240, length 0
15:43:50.596032 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 172542, win 64240, length 0
15:43:50.603131 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [P.], seq 174002:191522, ack 2358, win 64240, length 17520
15:43:50.603301 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [P.], seq 191522:197362, ack 2358, win 64240, length 5840
15:43:50.606450 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [P.], seq 197362:217802, ack 2358, win 64240, length 20440
15:43:50.608244 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [P.], seq 217802:235322, ack 2358, win 64240, length 17520
15:43:50.610208 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [P.], seq 235322:236781, ack 2358, win 64240, length 1459
15:43:50.629063 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 175462, win 64240, length 0
15:43:50.629964 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [P.], seq 236781:239701, ack 2358, win 64240, length 2920
15:43:50.631104 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 178382, win 61320, length 0
15:43:50.631978 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [P.], seq 239701:239702, ack 2358, win 64240, length 1
15:43:50.633160 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 181302, win 58400, length 0
15:43:50.650837 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 184222, win 55480, length 0
15:43:50.651545 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 187142, win 52560, length 0
15:43:50.651992 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 190062, win 49640, length 0
15:43:50.656227 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 192982, win 46720, length 0
15:43:50.656802 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 195902, win 43800, length 0
15:43:50.657279 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 198822, win 40880, length 0
15:43:50.657654 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 201742, win 37960, length 0
15:43:50.658123 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 204662, win 35040, length 0
15:43:50.660353 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 207582, win 32120, length 0
15:43:50.663762 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 210502, win 29200, length 0
15:43:50.664434 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 213422, win 26280, length 0
15:43:50.666292 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 216342, win 23360, length 0
15:43:50.666752 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 219262, win 20440, length 0
15:43:50.667440 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 222182, win 17520, length 0
15:43:50.667881 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 225102, win 14600, length 0
15:43:50.668522 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 228022, win 11680, length 0
15:43:50.669043 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 230942, win 8760, length 0
15:43:50.669569 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 233862, win 5840, length 0
15:43:50.670120 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 236781, win 2921, length 0
15:43:50.673709 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 239701, win 1, length 0
15:43:50.777753 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [P.], seq 239701:239702, ack 2358, win 64240, length 1
15:43:50.778122 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 239702, win 0, length 0
15:43:50.778295 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [.], seq 239702:239703, ack 2358, win 64240, length 1
15:43:50.778565 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 239702, win 0, length 0
15:43:50.779552 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 239702, win 3760, length 0
15:43:50.780097 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [P.], seq 239702:243462, ack 2358, win 64240, length 3760
15:43:50.780698 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 243462, win 0, length 0
15:43:50.780970 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [.], seq 243462:243463, ack 2358, win 64240, length 1
15:43:50.781215 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 243462, win 60480, length 0
15:43:50.781879 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [P.], seq 243462:303942, ack 2358, win 64240, length 60480
15:43:50.783683 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 244922, win 59020, length 0
15:43:50.783784 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 247842, win 56100, length 0
15:43:50.783817 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 250762, win 53180, length 0
15:43:50.783845 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 253682, win 50260, length 0
15:43:50.783874 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 256602, win 47340, length 0
15:43:50.783902 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 259522, win 44420, length 0
15:43:50.783930 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 262442, win 41500, length 0
15:43:50.784543 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 265362, win 38580, length 0
15:43:50.785075 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 268282, win 35660, length 0
15:43:50.785190 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 271202, win 32740, length 0
15:43:50.785291 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 274122, win 29820, length 0
15:43:50.785420 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 277042, win 26900, length 0
15:43:50.785574 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 279962, win 23980, length 0
15:43:50.785754 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 282882, win 21060, length 0
15:43:50.785875 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 285802, win 18140, length 0
15:43:50.785993 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 288722, win 15220, length 0
15:43:50.786123 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 291642, win 12300, length 0
15:43:50.786294 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 294562, win 9380, length 0
15:43:50.786416 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 297482, win 6460, length 0
15:43:50.786536 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 300402, win 3540, length 0
15:43:50.786670 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 303322, win 620, length 0
15:43:50.787442 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 303942, win 3760, length 0
15:43:50.787779 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [P.], seq 303942:307702, ack 2358, win 64240, length 3760
15:43:50.787918 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 303942, win 64240, length 0
15:43:50.788484 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [P.], seq 307702:360193, ack 2358, win 64240, length 52491
15:43:50.789756 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 307702, win 60480, length 0
15:43:50.789850 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 310622, win 57560, length 0
15:43:50.789885 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 313542, win 54640, length 0
15:43:50.789916 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 316462, win 51720, length 0
15:43:50.789948 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 319382, win 48800, length 0
15:43:50.790161 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 322302, win 45880, length 0
15:43:50.790695 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 325222, win 42960, length 0
15:43:50.790780 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 328142, win 40040, length 0
15:43:50.790826 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 331062, win 37120, length 0
15:43:50.790858 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 333982, win 34200, length 0
15:43:50.790889 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 336902, win 31280, length 0
15:43:50.791123 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 339822, win 28360, length 0
15:43:50.791194 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 342742, win 25440, length 0
15:43:50.791483 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 345662, win 22520, length 0
15:43:50.791560 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 348582, win 19600, length 0
15:43:50.791672 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 351502, win 16680, length 0
15:43:50.792072 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 354422, win 13760, length 0
15:43:50.792200 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 357342, win 10840, length 0
15:43:50.792445 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 360193, win 7989, length 0
15:43:50.793287 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 360193, win 64240, length 0
15:43:51.038283 IP 192.168.48.128.1026 > 192.168.48.2.domain: 14+ A? a4.bing.com. (29)
15:43:51.038878 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [P.], seq 2358:2964, ack 360193, win 64240, length 606
15:43:51.039335 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [.], ack 2964, win 64240, length 0
15:43:51.060130 IP 192.168.48.2.domain > 192.168.48.128.1026: 14 4/9/9 CNAME akam.bing.com., CNAME a134.lm.akamai.net., A 128.226.20.105, A 128.226.20.104 (439)
15:43:51.062787 IP 192.168.48.128.1111 > 128.226.20.105.http: Flags [S], seq 4089833586, win 64240, options [mss 1460,nop,nop,sackOK], length 0
15:43:51.065444 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [P.], seq 360193:364492, ack 2964, win 64240, length 4299
15:43:51.066637 IP 128.226.20.105.http > 192.168.48.128.1111: Flags [S.], seq 1545954144, ack 4089833587, win 64240, options [mss 1460], length 0
15:43:51.066706 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 363113, win 64240, length 0
15:43:51.066921 IP 192.168.48.128.1111 > 128.226.20.105.http: Flags [.], ack 1, win 64240, length 0
15:43:51.114711 IP 192.168.48.128.1111 > 128.226.20.105.http: Flags [P.], seq 1:785, ack 1, win 64240, length 784
15:43:51.115038 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [P.], seq 2964:3582, ack 364492, win 62861, length 618
15:43:51.115348 IP 128.226.20.105.http > 192.168.48.128.1111: Flags [.], ack 785, win 64240, length 0
15:43:51.115454 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [.], ack 3582, win 64240, length 0
15:43:51.160256 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [P.], seq 364492:382012, ack 3582, win 64240, length 17520
15:43:51.160452 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [P.], seq 382012:386392, ack 3582, win 64240, length 4380
15:43:51.160553 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [P.], seq 386392:403912, ack 3582, win 64240, length 17520
15:43:51.160650 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [P.], seq 403912:408292, ack 3582, win 64240, length 4380
15:43:51.160776 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [P.], seq 408292:425812, ack 3582, win 64240, length 17520
15:43:51.160858 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [P.], seq 425812:427353, ack 3582, win 64240, length 1541
15:43:51.171875 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 367412, win 64240, length 0
15:43:51.171987 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 370332, win 64240, length 0
15:43:51.172016 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 373252, win 64240, length 0
15:43:51.172043 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 376172, win 61320, length 0
15:43:51.172070 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 379092, win 58400, length 0
15:43:51.172097 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 382012, win 55480, length 0
15:43:51.172124 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 384932, win 52560, length 0
15:43:51.172163 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 387852, win 49640, length 0
15:43:51.172192 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 390772, win 46720, length 0
15:43:51.172219 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 393692, win 43800, length 0
15:43:51.172245 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 396612, win 40880, length 0
15:43:51.172272 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 399532, win 37960, length 0
15:43:51.172299 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 402452, win 35040, length 0
15:43:51.172326 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 405372, win 32120, length 0
15:43:51.172354 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 408292, win 29200, length 0
15:43:51.172381 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 411212, win 26280, length 0
15:43:51.172416 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 414132, win 23360, length 0
15:43:51.172444 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 417052, win 20440, length 0
15:43:51.172471 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 419972, win 17520, length 0
15:43:51.172498 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 422892, win 14600, length 0
15:43:51.172525 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 425812, win 11680, length 0
15:43:51.172552 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 427353, win 10139, length 0
15:43:51.173570 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [P.], seq 427353:431651, ack 3582, win 64240, length 4298
15:43:51.174605 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [P.], seq 431651:434571, ack 3582, win 64240, length 2920
15:43:51.174751 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [P.], seq 434571:437491, ack 3582, win 64240, length 2920
15:43:51.174795 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [P.], seq 437491:437492, ack 3582, win 64240, length 1
15:43:51.175137 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 430273, win 7219, length 0
15:43:51.175517 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 433111, win 4381, length 0
15:43:51.175601 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 436031, win 1461, length 0
15:43:51.176926 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 437492, win 0, length 0
15:43:51.177885 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [.], seq 437492:437493, ack 3582, win 64240, length 1
15:43:51.178385 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 437492, win 0, length 0
15:43:51.203384 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 437492, win 3760, length 0
15:43:51.203648 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [P.], seq 437492:441252, ack 3582, win 64240, length 3760
15:43:51.204465 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 441252, win 0, length 0
15:43:51.204820 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [.], seq 441252:441253, ack 3582, win 64240, length 1
15:43:51.206164 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 441252, win 0, length 0
15:43:51.206938 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 441252, win 60480, length 0
15:43:51.207615 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [P.], seq 441252:501732, ack 3582, win 64240, length 60480
15:43:51.212607 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 501732, win 0, length 0
15:43:51.212979 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [.], seq 501732:501733, ack 3582, win 64240, length 1
15:43:51.213351 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 501732, win 0, length 0
15:43:51.214154 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 501732, win 3760, length 0
15:43:51.214693 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [P.], seq 501732:505492, ack 3582, win 64240, length 3760
15:43:51.215326 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 505492, win 0, length 0
15:43:51.215581 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [.], seq 505492:505493, ack 3582, win 64240, length 1
15:43:51.215832 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 505492, win 0, length 0
15:43:51.216354 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 505492, win 60480, length 0
15:43:51.216698 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [P.], seq 505492:523632, ack 3582, win 64240, length 18140
15:43:51.218314 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 523632, win 42340, length 0
15:43:51.219400 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 523632, win 46100, length 0
15:43:51.219993 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 523632, win 64240, length 0
15:43:51.221294 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [P.], seq 523632:526552, ack 3582, win 64240, length 2920
15:43:51.221450 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [P.], seq 526552:529551, ack 3582, win 64240, length 2999
15:43:51.221815 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 526552, win 64240, length 0
15:43:51.221883 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 529472, win 64240, length 0
15:43:51.224615 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [P.], seq 529551:593711, ack 3582, win 64240, length 64160
15:43:51.226285 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 531011, win 64240, length 0
15:43:51.226864 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [P.], seq 593711:595250, ack 3582, win 64240, length 1539
15:43:51.226972 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 533931, win 62780, length 0
15:43:51.227024 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 536851, win 59860, length 0
15:43:51.227052 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 539771, win 56940, length 0
15:43:51.227332 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [.], seq 595250:596710, ack 3582, win 64240, length 1460
15:43:51.227375 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [P.], seq 596710:596711, ack 3582, win 64240, length 1
15:43:51.227413 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 542691, win 54020, length 0
15:43:51.227460 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 545611, win 51100, length 0
15:43:51.227661 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 548531, win 48180, length 0
15:43:51.227716 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 551451, win 45260, length 0
15:43:51.227869 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 554371, win 42340, length 0
15:43:51.227992 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 557291, win 39420, length 0
15:43:51.228107 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 560211, win 36500, length 0
15:43:51.228221 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 563131, win 33580, length 0
15:43:51.228419 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 566051, win 30660, length 0
15:43:51.228552 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 568971, win 27740, length 0
15:43:51.228670 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 571891, win 24820, length 0
15:43:51.228793 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 574811, win 21900, length 0
15:43:51.228918 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 577731, win 18980, length 0
15:43:51.229039 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 580651, win 16060, length 0
15:43:51.229206 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 583571, win 13140, length 0
15:43:51.229355 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 586491, win 10220, length 0
15:43:51.229475 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 589411, win 7300, length 0
15:43:51.229594 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 592331, win 4380, length 0
15:43:51.229709 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 595171, win 1540, length 0
15:43:51.229894 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 596710, win 1, length 0
15:43:51.231038 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 596711, win 64240, length 0
15:43:51.231640 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [P.], seq 596711:660950, ack 3582, win 64240, length 64239
15:43:51.234677 IP 128.226.20.105.http > 192.168.48.128.1111: Flags [P.], seq 1:618, ack 785, win 64240, length 617
15:43:51.237206 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 660950, win 1, length 0
15:43:51.237568 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [P.], seq 660950:660951, ack 3582, win 64240, length 1
15:43:51.238634 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 660950, win 64240, length 0
15:43:51.239102 IP 204.79.197.200.http > 192.168.48.128.1110: Flags [P.], seq 660951:691325, ack 3582, win 64240, length 30374
15:43:51.239979 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 662411, win 62779, length 0
15:43:51.240096 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 665331, win 59859, length 0
15:43:51.240369 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 668251, win 56939, length 0
15:43:51.240424 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 671171, win 54019, length 0
15:43:51.240777 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 674091, win 51099, length 0
15:43:51.240837 IP 192.168.48.128.1110 > 204.79.197.200.http: Flags [.], ack 677011, win 48179, length 0
