15:45:26.313041 ARP, Request who-has 192.168.48.128 (Broadcast) tell 192.168.48.131, length 46
15:45:26.314163 ARP, Reply 192.168.48.128 is-at 00:0c:29:cb:2e:54 (oui Unknown), length 46
15:45:26.509918 IP 192.168.48.131.41718 > 192.168.48.2.domain: 21689+ PTR? 128.48.168.192.in-addr.arpa. (45)
15:45:26.516143 IP 192.168.48.2.domain > 192.168.48.131.41718: 21689 NXDomain 0/1/0 (113)
15:45:26.530371 IP 192.168.48.131.59445 > 192.168.48.128.1025: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.020548 IP 192.168.48.128.5801 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.021059 IP 192.168.48.131.59445 > 192.168.48.128.1718: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.021519 IP 192.168.48.128.1718 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.022063 IP 192.168.48.131.59445 > 192.168.48.128.tcpmux: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.022585 IP 192.168.48.128.tcpmux > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.023011 IP 192.168.48.131.59445 > 192.168.48.128.8086: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.023605 IP 192.168.48.128.8086 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.024811 IP 192.168.48.131.59445 > 192.168.48.128.8011: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.025316 IP 192.168.48.128.8011 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.027822 IP 192.168.48.131.59445 > 192.168.48.128.ingreslock: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.028418 IP 192.168.48.128.ingreslock > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.029438 IP 192.168.48.131.59445 > 192.168.48.128.9535: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.029972 IP 192.168.48.128.9535 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.031281 IP 192.168.48.131.59445 > 192.168.48.128.3301: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.031780 IP 192.168.48.128.3301 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.032333 IP 192.168.48.131.59445 > 192.168.48.128.212: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.032714 IP 192.168.48.128.212 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.033399 IP 192.168.48.131.59445 > 192.168.48.128.56737: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.034469 IP 192.168.48.128.56737 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.035711 IP 192.168.48.131.59445 > 192.168.48.128.3052: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.036028 IP 192.168.48.128.3052 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.036171 IP 192.168.48.131.59445 > 192.168.48.128.32780: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.036407 IP 192.168.48.128.32780 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.036658 IP 192.168.48.131.59445 > 192.168.48.128.3517: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.036985 IP 192.168.48.128.3517 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.037284 IP 192.168.48.131.59445 > 192.168.48.128.lotusnote: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.037520 IP 192.168.48.128.lotusnote > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.037765 IP 192.168.48.131.59445 > 192.168.48.128.425: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.037989 IP 192.168.48.128.425 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.038116 IP 192.168.48.131.59445 > 192.168.48.128.1057: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.038346 IP 192.168.48.128.1057 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.038664 IP 192.168.48.131.59445 > 192.168.48.128.42510: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.038912 IP 192.168.48.128.42510 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.039699 IP 192.168.48.131.59445 > 192.168.48.128.5811: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.040053 IP 192.168.48.128.5811 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.040182 IP 192.168.48.131.59445 > 192.168.48.128.3322: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.040407 IP 192.168.48.128.3322 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.040764 IP 192.168.48.131.59445 > 192.168.48.128.7200: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.041076 IP 192.168.48.128.7200 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.041267 IP 192.168.48.131.59445 > 192.168.48.128.1163: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.041484 IP 192.168.48.128.1163 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.041721 IP 192.168.48.131.59445 > 192.168.48.128.999: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.041982 IP 192.168.48.128.999 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.042116 IP 192.168.48.131.59445 > 192.168.48.128.2103: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.042415 IP 192.168.48.128.2103 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.042558 IP 192.168.48.131.59445 > 192.168.48.128.ircd: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.042781 IP 192.168.48.128.ircd > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.043015 IP 192.168.48.131.59445 > 192.168.48.128.1037: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.043240 IP 192.168.48.128.1037 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.043722 IP 192.168.48.131.59445 > 192.168.48.128.5902: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.044642 IP 192.168.48.128.5902 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.044784 IP 192.168.48.131.59445 > 192.168.48.128.whois: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.045055 IP 192.168.48.128.whois > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.045429 IP 192.168.48.131.59445 > 192.168.48.128.6580: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.045675 IP 192.168.48.128.6580 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.045999 IP 192.168.48.131.59445 > 192.168.48.128.2393: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.046261 IP 192.168.48.128.2393 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.046392 IP 192.168.48.131.59445 > 192.168.48.128.gnutella-svc: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.046592 IP 192.168.48.128.gnutella-svc > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.046850 IP 192.168.48.131.59445 > 192.168.48.128.7800: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.047072 IP 192.168.48.128.7800 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.047199 IP 192.168.48.131.59445 > 192.168.48.128.4000: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.047466 IP 192.168.48.128.4000 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.047766 IP 192.168.48.131.59445 > 192.168.48.128.5560: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.048004 IP 192.168.48.128.5560 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.048129 IP 192.168.48.131.59445 > 192.168.48.128.61532: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.048358 IP 192.168.48.128.61532 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.048594 IP 192.168.48.131.59445 > 192.168.48.128.65389: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.048896 IP 192.168.48.128.65389 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.049049 IP 192.168.48.131.59445 > 192.168.48.128.5101: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.049295 IP 192.168.48.128.5101 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.049517 IP 192.168.48.131.59445 > 192.168.48.128.5030: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.049744 IP 192.168.48.128.5030 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.050008 IP 192.168.48.131.59445 > 192.168.48.128.4848: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.050237 IP 192.168.48.128.4848 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.050542 IP 192.168.48.131.59445 > 192.168.48.128.rmiregistry: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.050785 IP 192.168.48.128.rmiregistry > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.051002 IP 192.168.48.131.59445 > 192.168.48.128.3814: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.051218 IP 192.168.48.128.3814 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.051438 IP 192.168.48.131.59445 > 192.168.48.128.85: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.051657 IP 192.168.48.128.85 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.051974 IP 192.168.48.131.59445 > 192.168.48.128.5550: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.052216 IP 192.168.48.128.5550 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.052442 IP 192.168.48.131.59445 > 192.168.48.128.2200: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.052666 IP 192.168.48.128.2200 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.053008 IP 192.168.48.131.59445 > 192.168.48.128.4662: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.053246 IP 192.168.48.128.4662 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.053564 IP 192.168.48.131.59445 > 192.168.48.128.6547: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.053805 IP 192.168.48.128.6547 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.054337 IP 192.168.48.131.59445 > 192.168.48.128.8083: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.054746 IP 192.168.48.128.8083 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.055387 IP 192.168.48.131.59445 > 192.168.48.128.1083: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.056087 IP 192.168.48.128.1083 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.057097 IP 192.168.48.131.59445 > 192.168.48.128.8042: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.057384 IP 192.168.48.128.8042 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.057532 IP 192.168.48.131.59445 > 192.168.48.128.16012: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.057756 IP 192.168.48.128.16012 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.060581 IP 192.168.48.131.59445 > 192.168.48.128.1070: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.060962 IP 192.168.48.128.1070 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.061331 IP 192.168.48.131.59445 > 192.168.48.128.44442: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.061560 IP 192.168.48.128.44442 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.061746 IP 192.168.48.131.59445 > 192.168.48.128.9968: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.061973 IP 192.168.48.128.9968 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.062157 IP 192.168.48.131.59445 > 192.168.48.128.691: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.062428 IP 192.168.48.128.691 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.062653 IP 192.168.48.131.59445 > 192.168.48.128.8701: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.062901 IP 192.168.48.128.8701 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.063051 IP 192.168.48.131.59445 > 192.168.48.128.9594: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.063254 IP 192.168.48.128.9594 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.063446 IP 192.168.48.131.59445 > 192.168.48.128.3945: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.063652 IP 192.168.48.128.3945 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.063932 IP 192.168.48.131.59445 > 192.168.48.128.1085: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.064150 IP 192.168.48.128.1085 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.064592 IP 192.168.48.131.59445 > 192.168.48.128.16113: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.065087 IP 192.168.48.128.16113 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.066508 IP 192.168.48.131.59445 > 192.168.48.128.1687: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.066581 IP 192.168.48.131.59445 > 192.168.48.128.nntp: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.066612 IP 192.168.48.131.59445 > 192.168.48.128.nfs: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.066640 IP 192.168.48.131.59445 > 192.168.48.128.61900: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.066668 IP 192.168.48.131.59445 > 192.168.48.128.711: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.066698 IP 192.168.48.131.59445 > 192.168.48.128.1048: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.066726 IP 192.168.48.131.59445 > 192.168.48.128.6668: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.066941 IP 192.168.48.131.59445 > 192.168.48.128.50003: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.066991 IP 192.168.48.128.1687 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.067034 IP 192.168.48.128.nntp > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.067123 IP 192.168.48.128.nfs > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.067151 IP 192.168.48.128.61900 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.067298 IP 192.168.48.128.711 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.067341 IP 192.168.48.128.1048 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.067429 IP 192.168.48.128.6668 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.067459 IP 192.168.48.128.50003 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.067808 IP 192.168.48.131.59445 > 192.168.48.128.3766: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.068051 IP 192.168.48.128.3766 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.068177 IP 192.168.48.131.59445 > 192.168.48.128.gsiftp: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.068389 IP 192.168.48.128.gsiftp > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.068588 IP 192.168.48.131.59445 > 192.168.48.128.1059: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.068826 IP 192.168.48.128.1059 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.069150 IP 192.168.48.131.59445 > 192.168.48.128.5120: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.069411 IP 192.168.48.128.5120 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.069565 IP 192.168.48.131.59445 > 192.168.48.128.1121: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.070546 IP 192.168.48.131.59445 > 192.168.48.128.541: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.070612 IP 192.168.48.131.59445 > 192.168.48.128.4900: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.070642 IP 192.168.48.131.59445 > 192.168.48.128.1028: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.070670 IP 192.168.48.131.59445 > 192.168.48.128.3551: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.070711 IP 192.168.48.128.1121 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.070808 IP 192.168.48.131.59445 > 192.168.48.128.10180: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.070852 IP 192.168.48.128.541 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.071017 IP 192.168.48.128.4900 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.071061 IP 192.168.48.128.1028 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.071107 IP 192.168.48.128.3551 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.071135 IP 192.168.48.128.10180 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.071412 IP 192.168.48.131.59445 > 192.168.48.128.ms-sql-s: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.071648 IP 192.168.48.128.ms-sql-s > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.071817 IP 192.168.48.131.59445 > 192.168.48.128.5903: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.072068 IP 192.168.48.128.5903 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.072239 IP 192.168.48.131.59445 > 192.168.48.128.7443: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.072686 IP 192.168.48.128.7443 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.073073 IP 192.168.48.131.59445 > 192.168.48.128.nntps: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.073339 IP 192.168.48.128.nntps > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
