14:42:00.070514 ARP, Request who-has 192.168.48.128 (Broadcast) tell 192.168.48.131, length 46
14:42:00.074408 ARP, Reply 192.168.48.128 is-at 00:0c:29:cb:2e:54 (oui Unknown), length 46
14:42:00.272869 IP 192.168.48.131.51378 > 192.168.48.2.domain: 60185+ PTR? 128.48.168.192.in-addr.arpa. (45)
14:42:00.277665 IP 192.168.48.2.domain > 192.168.48.131.51378: 60185 NXDomain 0/1/0 (113)
14:42:00.366479 ARP, Request who-has 192.168.48.128 tell 192.168.48.131, length 46
14:42:00.366738 ARP, Reply 192.168.48.128 is-at 00:0c:29:cb:2e:54 (oui Unknown), length 46
14:42:00.367094 IP 192.168.48.131.59705 > 192.168.48.128.1723: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.582313 IP 192.168.48.128.3986 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.582397 IP 192.168.48.128.2638 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.582482 IP 192.168.48.128.4567 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.582626 IP 192.168.48.128.1271 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.582715 IP 192.168.48.128.616 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.582804 IP 192.168.48.128.683 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.582884 IP 192.168.48.131.59705 > 192.168.48.128.10566: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.583118 IP 192.168.48.128.10566 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.583706 IP 192.168.48.131.59705 > 192.168.48.128.903: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.583858 IP 192.168.48.131.59705 > 192.168.48.128.socks: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.583988 IP 192.168.48.128.903 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.584114 IP 192.168.48.128.socks > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.584535 IP 192.168.48.131.59705 > 192.168.48.128.6692: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.584686 IP 192.168.48.131.59705 > 192.168.48.128.1107: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.584815 IP 192.168.48.128.6692 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.584922 IP 192.168.48.128.1107 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.585520 IP 192.168.48.131.59705 > 192.168.48.128.1503: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.585677 IP 192.168.48.131.59705 > 192.168.48.128.tcpmux: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.585848 IP 192.168.48.128.1503 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.585942 IP 192.168.48.128.tcpmux > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.586245 IP 192.168.48.131.59705 > 192.168.48.128.bacula-sd: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.586378 IP 192.168.48.131.59705 > 192.168.48.128.8031: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.586525 IP 192.168.48.128.bacula-sd > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.586643 IP 192.168.48.128.8031 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.586973 IP 192.168.48.131.59705 > 192.168.48.128.kshell: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.587116 IP 192.168.48.131.59705 > 192.168.48.128.3071: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.587252 IP 192.168.48.128.kshell > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.587344 IP 192.168.48.128.3071 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.587696 IP 192.168.48.131.59705 > 192.168.48.128.25734: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.587832 IP 192.168.48.131.59705 > 192.168.48.128.2525: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.587969 IP 192.168.48.128.25734 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.588093 IP 192.168.48.128.2525 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.588419 IP 192.168.48.131.59705 > 192.168.48.128.407: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.588567 IP 192.168.48.131.59705 > 192.168.48.128.3005: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.588706 IP 192.168.48.128.407 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.588800 IP 192.168.48.128.3005 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.589227 IP 192.168.48.131.59705 > 192.168.48.128.1027: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.589472 IP 192.168.48.131.59705 > 192.168.48.128.6502: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.589593 IP 192.168.48.128.1027 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.589721 IP 192.168.48.128.6502 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.590297 IP 192.168.48.131.59705 > 192.168.48.128.55555: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.591213 IP 192.168.48.128.55555 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.591451 IP 192.168.48.131.59705 > 192.168.48.128.1233: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.591851 IP 192.168.48.128.1233 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.592602 IP 192.168.48.131.59705 > 192.168.48.128.3324: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.592769 IP 192.168.48.131.59705 > 192.168.48.128.9998: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.592913 IP 192.168.48.128.3324 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.593037 IP 192.168.48.128.9998 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.593412 IP 192.168.48.131.59705 > 192.168.48.128.9502: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.593584 IP 192.168.48.131.59705 > 192.168.48.128.1216: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.593725 IP 192.168.48.128.9502 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.593822 IP 192.168.48.128.1216 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.594134 IP 192.168.48.131.59705 > 192.168.48.128.50001: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.594269 IP 192.168.48.131.59705 > 192.168.48.128.30000: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.594403 IP 192.168.48.128.50001 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.594498 IP 192.168.48.128.30000 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.594711 IP 192.168.48.131.59705 > 192.168.48.128.7800: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.594969 IP 192.168.48.128.7800 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.595147 IP 192.168.48.131.59705 > 192.168.48.128.843: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.595258 IP 192.168.48.131.59705 > 192.168.48.128.65389: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.595388 IP 192.168.48.128.843 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.595480 IP 192.168.48.128.65389 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.595804 IP 192.168.48.131.59705 > 192.168.48.128.1914: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.595940 IP 192.168.48.131.59705 > 192.168.48.128.1130: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.596084 IP 192.168.48.128.1914 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.596197 IP 192.168.48.128.1130 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.596469 IP 192.168.48.131.59705 > 192.168.48.128.8800: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.596630 IP 192.168.48.131.59705 > 192.168.48.128.58080: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.596765 IP 192.168.48.128.8800 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.596878 IP 192.168.48.128.58080 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.597238 IP 192.168.48.131.59705 > 192.168.48.128.login: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.597384 IP 192.168.48.131.59705 > 192.168.48.128.2196: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.597551 IP 192.168.48.128.login > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.597673 IP 192.168.48.128.2196 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.597951 IP 192.168.48.131.59705 > 192.168.48.128.16012: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.598099 IP 192.168.48.131.59705 > 192.168.48.128.5859: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.598236 IP 192.168.48.128.16012 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.598329 IP 192.168.48.128.5859 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.598638 IP 192.168.48.131.59705 > 192.168.48.128.customs: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.598773 IP 192.168.48.131.59705 > 192.168.48.128.2190: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.598906 IP 192.168.48.128.customs > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.599046 IP 192.168.48.128.2190 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.599221 IP 192.168.48.131.59705 > 192.168.48.128.1840: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.599475 IP 192.168.48.128.1840 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.599647 IP 192.168.48.131.59705 > 192.168.48.128.3052: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.599755 IP 192.168.48.131.59705 > 192.168.48.128.1455: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.599889 IP 192.168.48.128.3052 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.599982 IP 192.168.48.128.1455 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.600239 IP 192.168.48.131.59705 > 192.168.48.128.5033: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.600364 IP 192.168.48.131.59705 > 192.168.48.128.5120: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.600500 IP 192.168.48.128.5033 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.600620 IP 192.168.48.128.5120 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.603147 IP 192.168.48.131.59705 > 192.168.48.128.6646: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.603305 IP 192.168.48.131.59705 > 192.168.48.128.1782: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.603565 IP 192.168.48.131.59705 > 192.168.48.128.5988: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.603591 IP 192.168.48.131.59705 > 192.168.48.128.10025: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.603739 IP 192.168.48.131.59705 > 192.168.48.128.20000: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.603757 IP 192.168.48.131.59705 > 192.168.48.128.1037: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.603893 IP 192.168.48.131.59705 > 192.168.48.128.5877: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.603993 IP 192.168.48.131.59705 > 192.168.48.128.6669: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.604124 IP 192.168.48.131.59705 > 192.168.48.128.54045: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.604233 IP 192.168.48.131.59705 > 192.168.48.128.3268: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.604344 IP 192.168.48.131.59705 > 192.168.48.128.4: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.604450 IP 192.168.48.131.59705 > 192.168.48.128.17988: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.604581 IP 192.168.48.131.59705 > 192.168.48.128.2021: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.604600 IP 192.168.48.131.59705 > 192.168.48.128.shell: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.604729 IP 192.168.48.131.59705 > 192.168.48.128.2366: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.604824 IP 192.168.48.131.59705 > 192.168.48.128.52869: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.604932 IP 192.168.48.131.59705 > 192.168.48.128.2170: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.605056 IP 192.168.48.131.59705 > 192.168.48.128.8099: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.605213 IP 192.168.48.131.59705 > 192.168.48.128.50500: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.605313 IP 192.168.48.131.59705 > 192.168.48.128.16993: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.605418 IP 192.168.48.131.59705 > 192.168.48.128.5998: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.605538 IP 192.168.48.131.59705 > 192.168.48.128.8007: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.605651 IP 192.168.48.131.59705 > 192.168.48.128.3889: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.605762 IP 192.168.48.131.59705 > 192.168.48.128.3826: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.605876 IP 192.168.48.131.59705 > 192.168.48.128.pop2: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.605894 IP 192.168.48.131.59705 > 192.168.48.128.1065: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.606019 IP 192.168.48.131.59705 > 192.168.48.128.2038: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.606147 IP 192.168.48.131.59705 > 192.168.48.128.9503: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.606257 IP 192.168.48.131.59705 > 192.168.48.128.9099: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.606276 IP 192.168.48.131.59705 > 192.168.48.128.2382: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.606400 IP 192.168.48.131.59705 > 192.168.48.128.32776: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.606645 IP 192.168.48.131.59705 > 192.168.48.128.1106: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.606847 IP 192.168.48.131.59705 > 192.168.48.128.5915: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.606978 IP 192.168.48.131.59705 > 192.168.48.128.32768: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.607236 IP 192.168.48.131.59705 > 192.168.48.128.3011: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.607403 IP 192.168.48.128.6646 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.607497 IP 192.168.48.128.1782 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.607622 IP 192.168.48.128.5988 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.607707 IP 192.168.48.131.59705 > 192.168.48.128.2009: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.607984 IP 192.168.48.128.10025 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.608121 IP 192.168.48.128.20000 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.608222 IP 192.168.48.128.1037 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.608238 IP 192.168.48.128.5877 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.608333 IP 192.168.48.128.6669 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.608346 IP 192.168.48.128.54045 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.608448 IP 192.168.48.128.3268 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.608463 IP 192.168.48.128.4 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.608575 IP 192.168.48.128.17988 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.608670 IP 192.168.48.128.2021 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.608684 IP 192.168.48.128.shell > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.608792 IP 192.168.48.128.2366 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.608807 IP 192.168.48.128.52869 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.608913 IP 192.168.48.128.2170 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.608928 IP 192.168.48.128.8099 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.609039 IP 192.168.48.128.50500 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.609133 IP 192.168.48.128.16993 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.609148 IP 192.168.48.128.5998 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.609251 IP 192.168.48.128.8007 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.609266 IP 192.168.48.128.3889 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.609371 IP 192.168.48.128.3826 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.609385 IP 192.168.48.128.pop2 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.609581 IP 192.168.48.128.1065 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.609594 IP 192.168.48.128.2038 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.609636 IP 192.168.48.128.9503 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.610153 IP 192.168.48.128.9099 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.610169 IP 192.168.48.128.2382 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.610211 IP 192.168.48.128.32776 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.610222 IP 192.168.48.128.1106 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
